symbol	unit	chapter_at	chapter_n	later_at	later_n	chapter_line	later_line
terminal	个	chapters/r8a-configuration-surface.md:490	1	reports/round-9d-l1-completion.md:258	16	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	`agent/tool_guardrails.py:41` 的 `MUTATING_TOOL_NAMES` 有 16 个名字、**包含 `terminal` 与 `execute_code`**;
AGENTS.md	个	chapters/r1-what-is-hermes-agent.md:136	1	reports/round-9d-l1-completion.md:264	7	hermes 有一份非常详细的开发者文档(仓库根的 `AGENTS.md`,7.5 万字;还有一个文档网站)。它们是作者	**一条自我印证**:`x_search` **同时**是"代码有、`AGENTS.md` 未列"的 7 个能力 toolset 之一,
AGENTS.md	个	chapters/r8a-configuration-surface.md:1744	1	reports/round-9d-l1-completion.md:264	7	2,386 行的配置文档与仓库根的 `AGENTS.md` 都没有任何提及;文档呈现的是一个单一、	**一条自我印证**:`x_search` **同时**是"代码有、`AGENTS.md` 未列"的 7 个能力 toolset 之一,
status	个	chapters/r1-what-is-hermes-agent.md:118	122	reports/round-9d-l1-completion.md:336	563	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	- **字面满足**:`layer=L1 && status=R1-inventoried` = **0**,L1 全部 563 个文件 `status` 均为 `*-deep-read`,
status	个	chapters/r8a-configuration-surface.md:140	2	reports/round-9d-l1-completion.md:336	563	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	- **字面满足**:`layer=L1 && status=R1-inventoried` = **0**,L1 全部 563 个文件 `status` 均为 `*-deep-read`,
messaging	个	chapters/r9a-capability-organization.md:429	30	reports/round-9d-l1-completion.md:445	47	| ▲4 | `AGENTS.md:971-974` | 列出 30 个 toolset 键 | 其中 `messaging` / `moa` / `rl` **不存在** |	| **H-R8D-j / H-R9B-e**(续转) | R11A | `pyproject.toml:157`:`[project.optional-dependencies]`(`dev` 在 `:175`,`python-teleg
AIAgent	个	chapters/r7-gateway-session-core.md:589	1	notes/r10-raw-acp-adapter.md:55	4	构建一个 `AIAgent`(LLM 客户端、工具 schema、memory provider、MCP 连接)很贵,网关按	| `acp_adapter/events.py` | 279 | 回调桥:把 `AIAgent` 的 4 个同步回调翻成 ACP `session/update`,含 todo → ACP 原生 plan 的翻译 |
read_file	个	chapters/r2-turn-loop-and-model-access.md:47	3	notes/r10-raw-acp-adapter.md:833	2	- harness 执行搜索,把结果发回模型。模型看了结果,回:"我再 `read_file` 看看这三个文件的上下文。"	1. **FIFO 队列按工具名**(:148-154):`Dict[str, Deque[str]]`。并行的同名调用(两个 `read_file`)
read_file	个	chapters/r3-tool-infrastructure.md:303	1	notes/r10-raw-acp-adapter.md:833	2	都换成下划线),所以 `read-file` 和 `read_file` 会撞成同一个名字。撞了怎么办?**全部跳过,不选任何一个	1. **FIFO 队列按工具名**(:148-154):`Dict[str, Deque[str]]`。并行的同名调用(两个 `read_file`)
read_file	个	chapters/r9d-tool-surface-and-guard-placement.md:25	1	notes/r10-raw-acp-adapter.md:833	2	3. 最刺眼的一组:`read_file` 拒绝读凭据库 `auth.json`,`patch` 对同一个文件成功,	1. **FIFO 队列按工具名**(:148-154):`Dict[str, Deque[str]]`。并行的同名调用(两个 `read_file`)
AIAgent	个	chapters/r7-gateway-session-core.md:589	1	notes/r10-raw-acp-adapter.md:1374	2	构建一个 `AIAgent`(LLM 客户端、工具 schema、memory provider、MCP 连接)很贵,网关按	`interrupt()` 只是给第三方 agent / 老测试替身的回落。真正的 `AIAgent` 两个都有
tests/	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r10-raw-acp-adapter.md:1532	9	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	搜索面:全仓 `--include=*.py`、排除 `tests/` grep `_redact_tool_args_for_display` 得 9 处命中,
write_file	个	chapters/r9d-tool-surface-and-guard-placement.md:621	1	notes/r10-raw-acp-adapter.md:1791	2	代码侧的触发条件依赖一个只由 `write_file` / `patch` 填充的路径集合:	| H-R10C-c | `acp_adapter/edit_approval.py:181`:`    if tool_name == "write_file":` | ACP 编辑审批只认 `write_file` / `patch` 
patch	个	chapters/r9d-tool-surface-and-guard-placement.md:25	1	notes/r10-raw-acp-adapter.md:1791	2	3. 最刺眼的一组:`read_file` 拒绝读凭据库 `auth.json`,`patch` 对同一个文件成功,	| H-R10C-c | `acp_adapter/edit_approval.py:181`:`    if tool_name == "write_file":` | ACP 编辑审批只认 `write_file` / `patch` 
patch	个	chapters/r9d-tool-surface-and-guard-placement.md:621	1	notes/r10-raw-acp-adapter.md:1791	2	代码侧的触发条件依赖一个只由 `write_file` / `patch` 填充的路径集合:	| H-R10C-c | `acp_adapter/edit_approval.py:181`:`    if tool_name == "write_file":` | ACP 编辑审批只认 `write_file` / `patch` 
data/ledger.tsv	个	chapters/r1-what-is-hermes-agent.md:98	5	notes/r10-raw-native-vendor.md:832	2	五个层(`data/ledger.tsv` 台账,`scripts/verify_ledger.py` 校验)。**下表是当前值,不是历史快照**	| H-R10I-a | `scripts/assign_layers.py:623`:`("native/**", "L2", "R10"),` —— 这条目录级 catch-all(排在 619-622 那三条显式行之后)是把两个随附头
config.get	个	chapters/r8a-configuration-surface.md:237	1	notes/r10-raw-tui-gateway-methods.md:149	20	Python 把合并好的配置经一个叫 `config.get` 的 RPC(远程过程调用,这里就是客户端问服务端	`config.get` 是一个方法里的二级分派表,**20 个分支 / 21 个 key**:
False	处	chapters/r2-turn-loop-and-model-access.md:148	1	notes/r10-raw-tui-gateway-methods.md:1366	5	--include=*.py`,全仓,不排除任何目录;`tests/` 下另有一处只是断言它为 `False`):一次是上面这个读、	实测 5 处命中:`:166` 构造置 `False`、`:187` 读、`:314` 读、`:511` 置 `True`、`:521` 读。
False	处	chapters/r8b-cli-trunk-and-interaction.md:266	2	notes/r10-raw-tui-gateway-methods.md:1366	5	类型是 `bool`、默认值是 `False`,而全仓只有两处生产构造,**两处都传了真 bool**。	实测 5 处命中:`:166` 构造置 `False`、`:187` 读、`:314` 读、`:511` 置 `True`、`:521` 读。
config.get	个	chapters/r8a-configuration-surface.md:237	1	notes/r10-raw-tui-gateway-methods.md:1517	2	Python 把合并好的配置经一个叫 `config.get` 的 RPC(远程过程调用,这里就是客户端问服务端	### ◇8 `config.set` 没有随 `config.get` 一起搬出来,读写配置分居两个文件
config.get	个	chapters/r8a-configuration-surface.md:237	1	notes/r10-raw-tui-gateway-methods.md:1528	21	Python 把合并好的配置经一个叫 `config.get` 的 RPC(远程过程调用,这里就是客户端问服务端	这是一条**代码里有、任何文档都没有**的接缝断裂:`config.get` 的 21 个 key
config.get	个	chapters/r8a-configuration-surface.md:237	1	notes/r10-raw-tui-gateway-methods.md:1634	123	Python 把合并好的配置经一个叫 `config.get` 的 RPC(远程过程调用,这里就是客户端问服务端	| **2. 接缝穷举**(逐项列全 + 机械枚举命令 + 条数) | ✓(有一处如实打折) | 穷举了 8 张接缝:123 个 JSON-RPC 方法(逐个列名,5 条枚举命令)、12 个 `@_profile_scoped`、13 条 
AGENTS.md	个	chapters/r1-what-is-hermes-agent.md:136	1	notes/r10-raw-tui-gateway-methods.md:1636	9	hermes 有一份非常详细的开发者文档(仓库根的 `AGENTS.md`,7.5 万字;还有一个文档网站)。它们是作者	| **4. 两处以上逐字取证** | ✓ | 逐字源码围栏块共 **61** 个(全部 ```` ```python ````,逐行受 BLOCK-DRIFT 校验):`tui_gateway/host_supervisor.py` 12
AGENTS.md	个	chapters/r8a-configuration-surface.md:1744	1	notes/r10-raw-tui-gateway-methods.md:1636	9	2,386 行的配置文档与仓库根的 `AGENTS.md` 都没有任何提及;文档呈现的是一个单一、	| **4. 两处以上逐字取证** | ✓ | 逐字源码围栏块共 **61** 个(全部 ```` ```python ````,逐行受 BLOCK-DRIFT 校验):`tui_gateway/host_supervisor.py` 12
AGENTS.md	个	chapters/r9d-tool-surface-and-guard-placement.md:488	7	notes/r10-raw-tui-gateway-methods.md:1636	9	"代码有、`AGENTS.md` 没列"的 7 个功能 toolset 之一。	| **4. 两处以上逐字取证** | ✓ | 逐字源码围栏块共 **61** 个(全部 ```` ```python ````,逐行受 BLOCK-DRIFT 校验):`tui_gateway/host_supervisor.py` 12
AGENTS.md	处	chapters/r9d-tool-surface-and-guard-placement.md:641	1	notes/r10-raw-tui-gateway-methods.md:1636	2	**另一处文档缺口(结清 R9A 的一条移交项)**:`AGENTS.md` 的 toolset 一节说	| **4. 两处以上逐字取证** | ✓ | 逐字源码围栏块共 **61** 个(全部 ```` ```python ````,逐行受 BLOCK-DRIFT 校验):`tui_gateway/host_supervisor.py` 12
dispatch	个	chapters/r7c-gateway-periphery-and-scheduling.md:168	3	notes/r10-raw-tui-gateway-skeleton.md:52	21	`dispatch`(23 条,忙时也照跑)、`interrupt_then_dispatch`(**2 条注册项,对应三个可敲的名字**:	| `tui_gateway/server.py` | 14,006 | 全片主体:`_methods` 注册表、`dispatch`/`handle_request`、`write_json` 路由阶梯、`_emit`/`_event_f
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r10-raw-tui-gateway-skeleton.md:57	3	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	| `tui_gateway/render.py` | 49 | 渲染桥:若 `agent.rich_output` 存在则用它渲染 markdown / diff / 流式内容,否则全返回 `None` 让 TUI 用自己的 `markd
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r10-raw-tui-gateway-skeleton.md:57	3	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	| `tui_gateway/render.py` | 49 | 渲染桥:若 `agent.rich_output` 存在则用它渲染 markdown / diff / 流式内容,否则全返回 `None` 让 TUI 用自己的 `markd
None	个	chapters/r9d-tool-surface-and-guard-placement.md:603	2	notes/r10-raw-tui-gateway-skeleton.md:57	3	5. **"不知道"和"没问题"必须是两个值。** LSP 超时返回 `None` 而不是 `[]`,是本簇最该抄的一行设计。	| `tui_gateway/render.py` | 49 | 渲染桥:若 `agent.rich_output` 存在则用它渲染 markdown / diff / 流式内容,否则全返回 `None` 让 TUI 用自己的 `markd
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r10-raw-tui-gateway-skeleton.md:1279	3	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	三个函数同构:试着 import `agent.rich_output` 的对应符号,失败返回 `None`;
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r10-raw-tui-gateway-skeleton.md:1279	3	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	三个函数同构:试着 import `agent.rich_output` 的对应符号,失败返回 `None`;
None	个	chapters/r9d-tool-surface-and-guard-placement.md:603	2	notes/r10-raw-tui-gateway-skeleton.md:1279	3	5. **"不知道"和"没问题"必须是两个值。** LSP 超时返回 `None` 而不是 `[]`,是本簇最该抄的一行设计。	三个函数同构:试着 import `agent.rich_output` 的对应符号,失败返回 `None`;
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r10-raw-tui-gateway-skeleton.md:1301	4	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	四个调用点,在本基线上**全部走 `None` 分支**(见 §6 ■-1):
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r10-raw-tui-gateway-skeleton.md:1301	4	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	四个调用点,在本基线上**全部走 `None` 分支**(见 §6 ■-1):
None	个	chapters/r9d-tool-surface-and-guard-placement.md:603	2	notes/r10-raw-tui-gateway-skeleton.md:1301	4	5. **"不知道"和"没问题"必须是两个值。** LSP 超时返回 `None` 而不是 `[]`,是本簇最该抄的一行设计。	四个调用点,在本基线上**全部走 `None` 分支**(见 §6 ■-1):
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r10-raw-tui-gateway-skeleton.md:1476	3	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	三个函数**恒返回 `None`**,§5.9 那四个调用点全部走 TUI 自带 `markdown.tsx` 的回落路径。
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r10-raw-tui-gateway-skeleton.md:1476	3	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	三个函数**恒返回 `None`**,§5.9 那四个调用点全部走 TUI 自带 `markdown.tsx` 的回落路径。
None	个	chapters/r9d-tool-surface-and-guard-placement.md:603	2	notes/r10-raw-tui-gateway-skeleton.md:1476	3	5. **"不知道"和"没问题"必须是两个值。** LSP 超时返回 `None` 而不是 `[]`,是本簇最该抄的一行设计。	三个函数**恒返回 `None`**,§5.9 那四个调用点全部走 TUI 自带 `markdown.tsx` 的回落路径。
None	个	chapters/r8a-configuration-surface.md:295	1	notes/r10-raw-tui-gateway-skeleton.md:1849	3	所有下游都会崩。所以 `None` 覆盖一个字典默认值时**被当作没写**。	| H-R10A-a | `tui_gateway/render.py:12` 的 `from agent.rich_output import format_response` | `agent/rich_output.py` 在基线里不
None	个	chapters/r8a-configuration-surface.md:1628	1	notes/r10-raw-tui-gateway-skeleton.md:1849	3	环境里没有 `None`,只有"不存在"和"空串",而 `.env` 里写 `KEY=` 正是大家取消一个变量的方式。**	| H-R10A-a | `tui_gateway/render.py:12` 的 `from agent.rich_output import format_response` | `agent/rich_output.py` 在基线里不
None	个	chapters/r9d-tool-surface-and-guard-placement.md:603	2	notes/r10-raw-tui-gateway-skeleton.md:1849	3	5. **"不知道"和"没问题"必须是两个值。** LSP 超时返回 `None` 而不是 `[]`,是本簇最该抄的一行设计。	| H-R10A-a | `tui_gateway/render.py:12` 的 `from agent.rich_output import format_response` | `agent/rich_output.py` 在基线里不
background	个	chapters/r9a-capability-organization.md:290	1	notes/r10-raw-ui-tui-core.md:424	64	**第一个反直觉:模型无权决定同步还是异步。** 工具 schema 里有个 `background` 参数,	全部 64 个名字(字典序):`agents` `background` `battery` `branch` `browser` `busy`
status	个	chapters/r1-what-is-hermes-agent.md:118	122	notes/r10b-01-scope-and-criteria.md:42	977	**不**回答"它学过没有"。后者在台账的 `status` 列里,当前仍有 **8,122 个文件 / 2,236,870 行**	1. **977 个文件的 `status` 开工时全部是 `R1-inventoried`** —— R10 说的「显式不吃下、
status	个	chapters/r8a-configuration-surface.md:140	2	notes/r10b-01-scope-and-criteria.md:42	977	而如果他两个名字都留着(升级期常见做法),`status` 会显示**旧名的值**——	1. **977 个文件的 `status` 开工时全部是 `R1-inventoried`** —— R10 说的「显式不吃下、
terminal	个	chapters/r8a-configuration-surface.md:490	1	notes/r10b-92-mainline-crosschecks.md:208	72	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	72 个成员里,**`terminal` 这一个就是专门用来执行命令的**
terminal	个	chapters/r8a-configuration-surface.md:490	1	notes/r10b-92-mainline-crosschecks.md:221	72	同一个形状(老键名 + 新键名 + CLI 默认值里钉着老键名)在 `terminal` 上**被正确处理了**:	*不主张的部分*:本复核**没有**重验那 72 个通道各自的实现,也**没有**判断 `terminal`
